cpu_usage,ram_usage,disk_write_bytes,net_sent,net_recv,process_count,keystrokes,mouse_clicks,mouse_moves,label
4.243447536,71.76672585,478369857,60023172,59989767,234,5,1,108,0
4.4,93.7,7346824192,26340582,148929217,205,0,0,0,0
6.658307913,90.59640331,7868004349,58121641,108747814,213,0,0,0,1
0.9,89.6,7919861248,26899814,149515641,209,0,0,0,1
6.273824883,94.29375989,6792859935,33975740,230632558,218,0,0,0,1
5.153065116,70.95387437,208596801,66768761,60086915,226,4,2,116,0
2.3,90.6,7403539456,26387160,149012538,204,0,0,0,0
4.9,91.9,7383292928,26351835,148954604,204,0,4,340,0
5.913064741,64.28151175,325567826,53569626,88802978,210,3,2,125,0
8.132416041,86.04108582,12550937009,52833646,186197044,225,0,0,0,1
0.4,91.9,7402107392,26386321,149010725,204,0,0,0,0
4.618756342,58.55269052,280695790,71121852,71988690,225,3,2,139,0
5.730939729,91.90394829,8694148534,46200357,296704294,229,0,0,0,1
6.186943185,62.50898616,470585519,67682022,64279297,202,3,0,112,0
1.4,91.2,8310219264,27119590,149736707,209,0,0,139,1
5.297038679,68.28715899,128462271,58761629,70180116,238,3,2,125,0
4.643219449,54.3780785,385887533,74347924,61276734,237,2,2,123,0
7.516406642,87.83775906,8868388895,46614067,128394397,225,0,0,0,1
6.367878545,50.47888714,380244598,79031152,61022671,208,4,1,116,0
4.5,91.3,7914666496,26890940,149501832,210,3,0,0,1
6.147463082,90.65133184,6869010092,32162530,107344272,229,0,0,0,1
6.762299825,72.7108638,153830506,52516781,55044612,201,6,1,100,0
7.319287179,85.6337497,21079798044,43185350,247980824,215,0,0,0,1
7.677867037,87.88630553,39019091859,30774357,192071654,227,0,0,0,1
6.590888807,87.69243231,20781703361,59774505,137482388,214,0,0,0,1
5.107842311,64.82895548,165207645,53367708,82203892,205,2,1,115,0
4.929363578,72.15233588,257828926,45327285,63113713,216,4,0,122,0
1.0,93.4,7324995584,26319655,148901877,206,0,0,0,0
0.3,91.7,7401329664,26376743,148996941,202,0,0,0,0
6.342889569,89.34827339,28732286647,44893834,272709504,212,0,0,0,1
2.0,89.9,7941390848,26911269,149543184,211,0,2,199,1
5.500338256,66.58808985,200351639,47595013,81912187,223,2,1,118,0
6.485666794,51.65412972,377368851,61770293,87527246,228,9,1,117,0
5.797133761,51.42446817,406145345,75190096,70094872,221,5,2,123,0
5.861421355,59.52478184,212133901,71857622,60351696,238,5,2,119,0
4.938722183,71.00270196,337696730,49562655,69400719,217,5,1,135,0
5.121763141,53.68188909,429740178,57186934,71103518,204,3,2,138,0
7.250106295,88.89295614,27340276270,41514988,213875472,222,0,0,0,1
5.268185911,52.06842089,232113867,40554485,69591434,216,9,0,121,0
2.9,89.3,7917537280,26891901,149504582,207,0,0,216,1
6.895046108,66.68030843,491660622,48826042,63452935,236,3,2,133,0
8.216145929,87.59423433,24658111482,39807948,297607193,211,0,0,0,1
7.874737131,93.68467976,14697775884,50868544,132004987,228,0,0,0,1
1.5,91.1,7953338368,26962815,149586801,209,9,0,0,1
6.576292838,68.4766744,334225491,71402556,82073606,227,1,2,110,0
3.3,89.9,7945200128,26911487,149549050,209,0,5,287,1
5.17819223,56.63741019,346842377,79309581,61310618,221,3,0,145,0
4.806560543,69.01439106,467359016,68201636,66256661,230,7,2,124,0
6.255240977,52.11720855,480213128,46395190,73141672,221,3,1,125,0
6.702882687,68.2874116,478388355,55472289,78720567,232,3,2,127,0
1.7,91.7,7369549312,26350508,148949742,206,0,3,228,0
6.547628724,91.10620042,35246861827,32045169,189411108,222,0,0,0,1
5.603165563,87.28642806,14793842608,47019366,204678182,216,0,0,0,1
7.220313664,89.09411652,5112213675,41049285,105507343,221,0,0,0,1
8.361785731,88.01377874,31734083553,52008431,106934053,212,0,0,0,1
4.973535401,60.32931293,132042290,54238310,74453666,232,1,0,131,0
4.702610113,61.77400631,226309260,44765626,50294121,205,8,2,120,0
6.723515542,65.31989589,265656427,71009381,61500447,203,3,1,116,0
0.9,90.4,7837619712,26552296,149284689,214,0,0,0,1
0.7,91.3,7362349056,26341626,148934786,201,0,0,0,0
6.758800187,92.37501248,27372187693,53961425,227280274,214,0,0,0,1
6.358616957,65.24243563,210095672,48332615,71001973,209,1,2,129,0
5.823258049,74.20190954,322585854,42704189,66773387,222,1,1,115,0
0.4,88.2,7573085696,26388066,149015866,201,0,0,0,0
7.068198488,91.67557739,11157989735,38224819,215518673,216,0,0,0,1
7.695981825,88.09527616,35298995927,30769261,281250916,224,0,0,0,1
5.850350824,62.15326213,106497377,78095470,65079446,202,6,1,132,0
5.804414629,88.22353845,28281928934,49224789,156007465,210,0,0,0,1
2.7,90.4,7843092480,26592122,149354036,213,0,2,297,1
5.791529481,92.88597211,24532941870,46438784,186919192,224,0,0,0,1
6.991745518,87.11448007,28086597644,45628739,242048559,220,0,0,0,1
8.478894388,87.62264044,27700955265,58220377,273993831,229,0,0,0,1
5.451968105,58.98021867,388826425,76368085,61147772,223,4,1,112,0
4.250663013,73.38711284,459174117,48169684,56720802,204,3,2,111,0
1.7,91.7,8278215168,27104107,149715532,209,0,0,0,1
7.399304372,87.42409732,25973874157,34391219,212088126,216,0,0,0,1
8.163112548,90.41634215,38217036060,44429186,291183765,212,0,0,0,1
7.922320465,86.84521019,35883678955,43956168,260720707,221,0,0,0,1
8.387945244,94.20841883,33240017488,30628348,240451753,213,0,0,0,1
5.625282893,68.47166693,463207418,51906011,50873868,225,5,0,128,0
4.230915008,51.92007621,342035807,47680643,66225810,206,5,1,113,0
5.820195174,56.58118366,370544427,67301619,74414520,200,0,0,121,0
6.59908553,93.42118923,38929155071,33042624,110451575,223,0,0,0,1
5.840420564,87.57902827,15649270143,59268306,142528875,214,0,0,0,1
7.751844255,85.99441393,38883378667,51793851,241117172,219,0,0,0,1
1.3,94.7,7996610560,27035148,149626493,210,0,0,0,1
5.302062918,56.96607658,169858874,54809287,63297067,218,3,1,110,0
5.781024303,85.66496267,18996387638,39098254,119306894,210,0,0,0,1
1.8,92.2,8276536832,27104052,149715066,210,2,0,19,1
1.2,91.7,7297174016,26303656,148882268,203,0,0,0,0
4.276200958,70.55953028,184127422,51488848,86905805,232,2,2,123,0
7.257326744,89.72066945,18603674294,43816184,113288768,220,0,0,0,1
8.3,93.7,7317934080,26319655,148901533,206,0,0,0,0
7.986212527,86.36371476,31426116312,53415765,261280723,211,0,0,0,1
5.896846461,60.99351216,244189802,47231406,54852119,209,4,1,115,0
4.265154841,63.92601283,158130676,54500079,82399149,228,6,2,121,0
4.615998816,70.09512226,473773215,77310117,57902236,226,6,0,109,0
0.5,92.0,7398372352,26372758,148988884,204,0,0,0,0
4.908792717,50.35953615,422172017,47083290,63552939,237,7,1,104,0
5.639290948,64.57977011,426922124,48404287,72026418,203,6,1,117,0
7.705213131,92.99916085,27299256588,34802149,163773363,211,0,0,0,1
7.032241908,87.52436944,12610889999,43511128,185497937,224,0,0,0,1
6.872743045,54.38729068,236527458,48272715,52109758,226,4,2,109,0
5.715237949,72.43414664,159699787,59849568,84785987,201,4,2,114,0
6.373687421,86.50416891,4256001207,57811036,232757937,212,0,0,0,1
4.305679303,63.81655669,132639488,49288987,60496335,227,3,1,129,0
6.637557318,73.35760285,323149470,75347358,70443752,202,2,2,124,0
1.7,91.3,7362147328,26341516,148934016,201,0,0,0,0
3.3,88.7,7625762304,26445361,149108459,207,0,1,475,0
6.077076767,59.33644863,405476907,42761477,71751482,209,3,2,150,0
0.6,89.6,7786267136,26518824,149219203,207,0,0,0,1
8.069469524,92.4996047,24410990117,54478408,282657389,222,0,0,0,1
6.457940913,90.90294943,10616124771,39168126,237654847,225,0,0,0,1
6.866970258,92.99415879,11789132842,52965386,157156711,212,0,0,0,1
7.083103327,85.31183135,15100226977,38961767,206677325,227,0,0,0,1
5.327636544,50.76159216,201792532,55335885,77055934,220,2,2,113,0
1.1,89.8,7624535040,26437559,149095167,206,0,0,0,0
6.603147409,92.41120649,37913789046,33031374,148378765,213,0,0,0,1
6.784552445,88.83891221,7856060474,30575768,112728181,221,0,0,0,1
2.0,90.4,7843186176,26592177,149354394,213,0,0,31,1
7.602907394,87.72307327,4109022825,54149669,177896378,229,0,0,0,1
7.763628622,85.85508531,29150757024,53513753,227380463,218,0,0,0,1
7.636537664,88.48868267,28666242353,31744913,245334198,216,0,0,0,1
7.252942936,92.28188756,15009675706,34004399,192535121,223,0,0,0,1
6.522410621,91.68085137,15469117527,46652548,278019407,216,0,0,0,1
2.9,89.3,7917216256,26891859,149504128,207,0,0,102,1
4.980227626,55.86064,392099675,60821753,87176139,209,3,1,113,0
6.450766015,88.34905615,7631874311,37236043,265857359,225,0,0,0,1
6.460148803,89.21424551,27560767522,52372013,235424127,219,0,0,0,1
4.235367449,68.91825418,349101361,59003594,88462029,217,3,2,117,0
6.46549284,60.0801939,328643059,76705891,84132687,234,2,2,112,0
20.2,88.4,8226865152,27064448,149659842,206,0,0,0,1
6.9,89.8,7825199616,26543519,149269678,212,9,0,0,1
7.938398702,87.06421272,35121263411,53658448,188088270,229,0,0,0,1
7.447630906,91.03152109,27095620150,42297146,276062952,228,0,0,0,1
6.856665357,73.20455245,168374560,79700584,80486983,203,7,2,126,0
4.606762542,64.05472028,321874809,45647962,60305279,201,2,2,102,0
4.862384995,62.63771901,322476277,75446851,53398651,201,8,0,110,0
7.809980659,94.32118282,9196855543,51489701,143813761,214,0,0,0,1
2.5,89.4,7917600256,26892039,149505411,207,0,4,182,1
1.2,91.4,7364846080,26350181,148947904,203,0,0,0,0
7.00803707,91.79102319,27362717882,54782028,171559653,213,0,0,0,1
4.813288761,74.73627827,341260048,70321616,53416121,222,5,1,117,0
5.006831363,65.89850817,111460971,79861052,61676446,201,1,0,115,0
2.0,92.0,7365721600,26350398,148948740,206,0,0,9,0
1.4,90.3,7843791872,26593861,149362410,213,0,1,21,1
6.905981926,85.46965967,28030995273,42637441,225246864,220,0,0,0,1
0.4,88.5,7624861696,26438355,149096149,205,0,0,0,0
6.595887277,55.28079579,276842813,64404316,85895892,226,2,1,105,0
7.004548884,86.49917427,6882416601,39462206,220130213,213,0,0,0,1
6.474229712,65.37822851,483052658,47567831,68966317,207,6,1,113,0
4.187578887,55.45518836,379133114,45867804,52248971,235,5,1,133,0
6.485993636,94.48453307,7518066818,47791330,107799202,213,0,0,0,1
1.5,91.5,8015784448,27043725,149630739,208,0,0,0,1
5.874622299,50.75065013,161559961,40258574,63600175,212,1,2,120,0
4.101029212,72.1545443,451213405,44394524,75931901,213,5,2,116,0
1.4,87.7,8218039296,27063477,149658152,206,0,0,0,1
3.5,90.6,7887798784,26884351,149488385,211,2,1,305,1
6.054563367,92.72318392,3786968201,48994541,116345069,224,0,0,0,1
8.321375753,89.62679786,35139057214,54826136,258915655,219,0,0,0,1
4.969082037,68.80994706,174110740,52644052,55578009,237,5,2,119,0
4.563761142,66.54444331,316445529,65106755,71332941,228,3,1,115,0
6.023099287,94.82378617,22979459049,39140374,267408225,228,0,0,0,1
8.383571691,86.55240246,29485523693,31295212,124600659,212,0,0,0,1
8.132119216,85.33532435,3429959976,34501459,221417915,216,0,0,0,1
6.226165815,86.27580303,30850515663,58108734,147974822,215,0,0,0,1
7.82539847,93.521815,22570673959,48048354,196939257,222,0,0,0,1
6.454010425,88.70472103,34898721838,46868904,293425323,211,0,0,0,1
0.5,90.1,7841603072,26587175,149341730,211,0,0,17,1
4.205059601,51.77587223,218914881,47851772,72389786,212,7,0,128,0
6.475990992,91.20309551,26217702139,57000693,209086373,211,0,0,0,1
7.687021504,94.49520624,18827605948,32871436,274115685,222,0,0,0,1
6.127962485,67.684925,222886566,42909397,69561936,209,5,1,123,0
7.81381104,86.47073481,17220085944,30709157,147759242,228,0,0,0,1
4.975871855,60.7114476,118234063,49632152,73324230,213,7,1,118,0
6.411443636,64.19935743,338271929,65396266,51084266,231,6,1,106,0
6.335939393,89.98442199,35089885435,51262340,265649850,227,0,0,0,1
6.203331796,67.49098924,383775545,54217573,78291156,208,3,1,119,0
0.5,89.7,8319502336,27127271,149758012,209,0,0,0,1
4.3526539,57.79698589,428027000,52834181,74328455,225,2,2,110,0
5.567530543,68.7045978,437684930,79580213,87042382,213,4,1,119,0
8.227961206,91.71700684,26157980928,37696883,122953774,216,0,0,0,1
6.695514203,86.48662728,30480141284,58292275,288345142,219,0,0,0,1
8.351821441,91.24148908,12980735626,59890030,197117939,212,0,0,0,1
8.1882739,87.09349323,38359105434,31804270,201041354,223,0,0,0,1
4.597811009,59.18476822,340364802,49941592,61408232,226,3,2,108,0
6.444819186,51.04788042,304682978,51995903,69366921,214,5,1,129,0
5.622715012,68.92620287,402501516,41423609,70077816,221,1,0,111,0
6.935576405,64.9825529,333300956,45408692,79944348,203,3,0,109,0
4.481387843,52.789825,312748706,44503618,51377252,225,4,1,116,0
5.126406785,54.31309692,273108593,44899914,67134072,206,3,1,122,0
6.099021346,89.14819502,34895578086,38546187,246164192,220,0,0,0,1
2.4,89.6,7919597056,26897756,149515133,209,0,0,81,1
1.2,91.0,7272696320,26288327,148859077,203,0,0,0,0
4.004421466,53.25201675,208799442,40167497,72159730,227,6,1,113,0
6.476199094,93.30619408,6048098687,31733416,265878932,227,0,0,0,1
7.58808939,90.33461092,21188998229,44635621,186085482,221,0,0,0,1
6.632051359,51.6808545,131712113,78136115,57372055,211,6,1,117,0
6.515475502,65.68322338,100444837,60422816,84081936,227,9,1,126,0
5.10534676,53.8623051,359915218,69679109,85193509,209,4,0,101,0
6.954575208,65.6153512,363802392,43878626,59079141,211,7,1,108,0
4.724610525,51.54521152,245928988,76600061,73332289,201,3,2,127,0
5.77386003,88.79692408,35126037378,34466641,190800324,217,0,0,0,1
6.059555531,86.60681373,21776306149,57917856,125252948,210,0,0,0,1
5.527591155,94.89960232,31505074458,33169940,283615310,220,0,0,0,1
6.468951415,53.80121419,187156551,52482561,70589687,200,4,2,112,0
5.22901316,61.2259692,138657933,67880966,80762445,220,5,2,139,0
6.017381494,66.11863121,286134773,65808743,67515995,204,7,0,131,0
6.858445051,69.3811013,299983596,53763664,80612651,225,1,2,120,0
6.216169452,63.91962277,466907226,72353052,68225981,220,4,1,117,0
8.203474031,89.95491316,16559076790,32418045,296197475,213,0,0,0,1
4.112713271,64.41755997,437866363,45077776,86433050,208,2,2,110,0
6.603349398,88.56096726,33555219770,48017830,230229516,226,0,0,0,1
6.912029636,70.22559101,215775808,60723099,73668678,215,3,2,121,0
5.300416698,57.40894034,132246162,44953841,81340060,203,3,1,112,0
5.969311128,85.54761639,6020309335,48739907,184365635,226,0,0,0,1
5.985052865,64.44079386,170861409,77391820,68112992,221,7,1,115,0
6.4503384,69.05756561,413319193,63974389,73897169,223,5,1,127,0
0.7,90.4,7837576704,26552241,149284195,214,0,1,49,1
6.567918036,87.24604823,23548451384,59399109,151521444,229,0,0,0,1
6.11988961,57.84688742,229731750,60002330,72112595,209,5,1,120,0
7.610973578,88.62393899,28168444969,40148025,173810604,224,0,0,0,1
7.234840423,86.81597717,15079068405,49780617,128004819,213,0,0,0,1
7.20492581,86.81233066,8589141995,33641548,208139695,217,0,0,0,1
7.906590942,89.37474922,7087542185,32866059,151724166,220,0,0,0,1
0.7,90.3,7597813760,26416864,149050864,205,0,0,0,0
7.925192044,94.4476573,28762684707,33656582,169901274,224,0,0,0,1
5.556102983,51.56412106,331122820,43511529,86904150,219,6,2,123,0
8.08219175,92.47470938,18112768883,46074830,133190979,221,0,0,0,1
4.975885402,69.10883466,478702497,43936967,88082497,203,3,2,111,0
6.667605036,93.17443562,34234306611,58742204,172918745,219,0,0,0,1
6.623837844,90.0219501,39543033858,56607747,218732158,215,0,0,0,1
6.512845514,90.32113485,11146778472,53863498,205479924,226,0,0,0,1
6.020936252,67.90124933,334235073,58321144,58750868,208,4,0,150,0
7.088951735,92.69492933,14135651977,48187588,257689468,227,0,0,0,1
6.410612978,61.59954245,330792644,76211959,52007014,222,6,1,120,0
6.624611739,88.55672716,4783845437,47633080,140262421,224,0,0,0,1
6.576450314,71.20273088,485391978,63814654,78707046,228,3,1,114,0
8.346656612,90.55431706,7460974773,38178720,294401065,218,0,0,0,1
4.891872371,57.6615867,217626984,68806298,87314707,236,6,0,129,0
7.128088249,90.89917687,30290545158,42712147,257255639,213,0,0,0,1
7.335558684,90.94130715,28804549888,31808021,292678886,214,0,0,0,1
7.887378008,91.41147633,21458861677,55226147,114186443,220,0,0,0,1
5.579533932,85.36549668,36325968968,52651257,280490661,225,0,0,0,1
6.388724352,70.36677512,123834838,65017338,74129816,216,6,1,128,0
4.724501884,51.71126131,352583517,44347301,77716356,236,7,1,128,0
6.212912632,91.45917241,35258210526,41909445,190070195,228,0,0,0,1
4.889679737,55.29089746,133651064,48986295,83938870,233,8,1,132,0
7.575685593,90.95638741,19701319900,31840488,260981355,211,0,0,0,1
7.591047223,92.62458686,17522261587,52120712,218339432,216,0,0,0,1
7.426094938,90.32589433,31055738249,58974664,295360065,211,0,0,0,1
4.226750842,52.05680811,455965350,77269616,72326847,228,2,1,106,0
5.655045164,92.07238634,4168687358,58695041,260517135,224,0,0,0,1
12.2,91.3,7906798080,26890940,149501424,210,29,0,0,1
6.645071836,59.49378807,424989528,78456664,53468262,207,5,2,118,0
7.368671427,91.96650824,26547919233,32137701,121605150,227,0,0,0,1
0.2,88.2,7573168640,26388399,149017342,201,0,0,0,0
7.607452252,93.76765637,20757736884,44280543,240526754,229,0,0,0,1
5.520856392,85.36683203,16789475129,32900293,276385551,226,0,0,0,1
4.316036453,54.06977473,286472636,69691689,56069716,208,4,1,120,0
5.45528398,64.16513147,235233763,52312766,63309179,225,2,0,127,0
2.2,91.4,7887763968,26878148,149481548,211,0,2,257,1
1.9,87.6,7796714496,26519868,149224130,204,1,1,276,1
5.97026819,53.60196965,411806680,58340742,67449841,221,4,2,111,0
4.792828789,64.08520911,180611351,71946231,70772507,222,1,0,132,0
6.863623194,86.06598253,23146096624,43745606,288808418,216,0,0,0,1
6.686038267,62.18163385,141373645,67108929,75947318,211,5,0,120,0
4.596976417,56.95921204,368508330,50751904,62111005,233,2,1,130,0
4.2,92.1,7370512896,26351262,148951162,206,0,4,205,0
6.552745038,91.3347822,26647437699,49269765,162793343,212,0,0,0,1
6.63241014,52.17543046,236383428,52677704,75230816,232,5,2,120,0
5.635681867,92.55137256,20755397951,55195839,230194693,212,0,0,0,1
5.858782738,86.38827173,37881075642,50773084,255122370,211,0,0,0,1
7.056371865,90.32617266,34494655819,41979477,115881316,218,0,0,0,1
6.05540293,59.80233942,222297582,65255039,86529187,232,7,2,132,0
6.741365332,63.11839094,449143768,54287693,78032336,229,2,0,104,0
5.944954022,63.3072969,157387782,46571473,68708824,214,4,2,130,0
5.793502482,91.32264288,4134142581,36738468,183789558,214,0,0,0,1
5.532512954,88.41817352,32809795659,41038222,143578510,217,0,0,0,1
5.962398211,67.0966613,186533111,50959523,50247352,213,4,1,116,0
6.402634929,88.27497352,23932082667,48707570,162870022,228,0,0,0,1
8.216051926,86.8192813,36634203264,34944444,211728479,225,0,0,0,1
4.581589204,57.93874251,150219915,66525849,75711096,239,4,2,147,0
5.197105953,64.19318295,291411347,60178237,83366564,225,3,1,121,0
5.968055921,91.84731173,32842762470,41405868,154389945,216,0,0,0,1
0.7,87.8,8218242048,27063694,149658782,206,0,0,0,1
6.032318631,87.38182781,7842325446,37400365,220214833,222,0,0,0,1
0.4,88.2,7572166656,26387914,149014288,201,0,0,0,0
2.2,88.9,7657468928,26472746,149137770,206,0,0,288,0
1.5,91.1,7915970560,26890995,149502410,210,0,0,106,1
5.516566351,88.96542782,4557448016,52106212,140976254,222,0,0,0,1
4.501963912,59.73076179,318583416,51224032,64065994,214,5,1,121,0
5.779308303,88.23679236,5491972254,35245158,152057371,212,0,0,0,1
4.169756968,54.18727723,369236852,72406443,87206608,202,6,0,105,0
7.147679994,93.02853449,12142819658,36170617,281522200,229,0,0,0,1
4.73019005,72.91051361,483916408,53717186,67820712,237,6,0,132,0
8.419031664,86.39772377,17710992724,45282663,160253052,222,0,0,0,1
1.0,90.6,7765052928,26504787,149193211,210,0,0,93,1
6.931020863,55.74566814,105472965,69808589,83759738,222,2,1,112,0
4.000034904,74.9723153,466024293,49833897,54929898,217,5,0,113,0
5.810911602,56.84101045,427352169,66521088,67508672,224,6,1,120,0
6.560056684,85.91582073,27723873546,49708654,198465096,219,0,0,0,1
8.224797658,85.86920288,29209430138,31084811,167041609,224,0,0,0,1
4.16390326,70.16662633,293608229,67372569,56467782,227,3,1,124,0
4.116937962,65.74551636,139203073,41013944,72847967,219,4,1,132,0
7.54902032,89.08734171,21214280688,55221090,185986215,215,0,0,0,1
5.011619727,56.79082953,164769202,74457827,84518384,210,9,0,133,0
5.249697485,58.16598124,200467707,54325588,62307163,204,3,1,129,0
4.0,89.4,7938551296,26904921,149524886,209,0,0,42,1
7.490505307,93.09874446,19498400135,36481145,271668335,213,0,0,0,1
6.155361842,50.79359413,234981711,71208505,79250023,230,2,1,102,0
5.063274846,58.62709364,347669094,57626595,58192096,228,3,1,108,0
4.20250764,66.8498552,363769184,43262997,79105245,231,5,1,136,0
4.046184675,69.06117397,342398786,45228692,52477860,219,6,0,124,0
6.664354567,66.93595178,358228872,64392510,84719185,203,3,1,115,0
4.759817151,63.66739205,359506154,40279290,57707055,214,5,2,117,0
1.0,89.8,8319463936,27127161,149757434,209,0,1,56,1
1.4,89.9,8320696832,27134951,149769047,211,0,0,0,1
7.034027197,92.97295366,20778757048,53607101,290106210,216,0,0,0,1
6.089289421,51.39013804,281673465,79773212,86397206,236,9,1,115,0
1.6,87.6,7796523520,26519688,149223509,204,0,0,129,1
5.564347073,57.28652284,366022395,70073005,77324571,209,2,0,128,0
5.622186407,89.1892545,27062050394,49694358,176767776,215,0,0,0,1
8.265622705,89.03482866,15976337171,36361345,233804467,218,0,0,0,1
6.575397186,89.92116293,11075393851,48212821,296997931,225,0,0,0,1
7.322634556,93.12901009,4369282484,39339230,139619526,225,0,0,0,1
4.941480425,67.86883191,430372923,70540633,67997746,218,6,1,137,0
6.1,93.4,7966011392,27000403,149608063,211,0,0,0,1
5.051561603,74.24309082,132074702,61785234,71421698,212,3,1,118,0
6.314047095,87.12964162,39411088360,37106116,202500529,218,0,0,0,1
6.413483927,70.51740402,262169130,75527653,55712572,235,2,1,109,0
1.7,90.1,7840557568,26553744,149289328,210,0,1,170,1
6.040335656,58.20582764,123977320,78625559,70196458,227,4,2,110,0
4.556940115,57.02624375,498227560,75455214,82666209,224,4,2,107,0
3.2,91.2,7953053696,26957351,149581306,209,11,0,0,1
6.523199053,93.17072071,38630704142,40382991,161062135,226,0,0,0,1
4.222316268,52.58162522,160578208,71326457,74235872,201,6,1,108,0
2.8,93.1,7332423680,26324870,148910982,206,0,6,255,0
6.8,94.8,7297610240,26319437,148900955,206,0,0,0,0
6.718261181,74.33456548,244429890,69384332,81071937,225,3,2,142,0
3.7,90.2,7836053504,26545368,149273779,212,0,0,302,1
6.916644775,86.51902694,11571852951,51527932,176084001,224,0,0,0,1
4.383600404,51.68139785,272520682,44931351,50241881,207,5,1,107,0
5.793004848,72.23798278,373012983,70400221,88898455,232,5,2,116,0
7.127933904,89.00851417,15973196454,48418007,166269401,218,0,0,0,1
1.4,90.8,8315671552,27119590,149737051,209,0,1,89,1
5.2,91.4,8038315520,27054162,149643540,208,0,0,0,1
7.377579747,90.95385017,4484040082,49374324,102026236,217,0,0,0,1
7.360397793,91.94696471,16810316290,34767245,140644618,224,0,0,0,1
5.894256764,72.11467221,487728724,72096071,69004334,200,5,2,139,0
1.0,90.1,7259440128,26278771,148845418,203,0,0,0,0
0.3,88.4,7625445888,26438410,149097557,205,0,0,0,0
6.357136259,92.19045905,39155444816,35534287,179027548,216,0,0,0,1
8.364595842,90.37395603,39107014465,49317127,264758076,223,0,0,0,1
6.623620357,91.98161714,9849918367,45572453,152341136,228,0,0,0,1
7.784858846,88.63082296,35592218090,39165729,169588282,221,0,0,0,1
5.723651931,94.04158694,16121019832,48715779,132941270,212,0,0,0,1
5.113338815,55.95366634,237092370,77829988,73026610,208,2,2,127,0
2.3,87.7,7797957632,26530794,149240127,206,0,0,75,1
6.672566605,73.21576405,392088687,40009081,52295673,226,4,1,111,0
4.464485838,68.5410363,407432532,79062440,69339923,233,2,1,130,0
8.308464322,91.20072756,10419414887,58787299,203489270,217,0,0,0,1
5.762757613,71.49486687,398831306,70634345,59592798,215,3,2,112,0
7.639734362,91.40874745,27036926012,59737679,292895330,216,0,0,0,1
